"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"1/1/2007","06:32:00",2.406,0,242.15,9.8,0,0,0
"1/1/2007","06:33:00",2.6853,0,241.82,9.8,0,0,0
"1/1/2007","06:34:00",2.406,0,242.03,9.8,0,0,0
"1/1/2007","06:35:00",2.68685,0,242.18,9.8,0,0,0
"1/1/2007","06:36:00",2.68735,0,241.29,9.8,0,0,0
"1/1/2007","06:37:00",2.406,0,241.05,10,0,0,0
"1/1/2007","06:38:00",2.6909,0.122,240.22,10.2,0,0,0
"1/1/2007","06:39:00",2.693,0.122,240.17,10.2,0,0,0
"1/1/2007","06:40:00",2.484,0.124,240.83,10.2,0,0,0
"1/1/2007","06:41:00",2.49,0.128,241.19,10.2,0,0,0
"1/1/2007","06:42:00",2.69335,0.13,241.68,10.2,0,0,0
"1/1/2007","06:43:00",2.502,0.132,242.04,10.2,0,0,0
"1/1/2007","06:44:00",2.51,0.134,242.48,10.2,0,0,0
"1/1/2007","06:45:00",2.6934,0.132,242.08,10.2,0,0,0
"1/1/2007","06:46:00",2.6921,0.13,241.67,10.2,0,0,0
"1/1/2007","06:47:00",2.56,0.224,240.64,10.6,0,0,0
"1/1/2007","06:48:00",2.69215,0.226,240.24,10.6,0,0,0
"1/1/2007","06:49:00",2.6918,0.224,240.07,10.6,0,0,0
"1/1/2007","06:50:00",2.54,0.226,240.44,10.6,0,0,0
"1/1/2007","06:51:00",2.516,0.184,240.76,10.4,0,0,0
"1/1/2007","06:52:00",2.478,0.102,242.16,10.2,0,0,0
"1/1/2007","06:53:00",2.6886,0.102,242.55,10.2,0,0,0
"1/1/2007","06:54:00",2.69095,0.102,242.21,10.2,0,0,0
"1/1/2007","06:55:00",2.6927,0.068,241.54,10,0,0,0
"1/1/2007","06:56:00",2.394,0,241.54,9.8,0,0,0
"1/1/2007","06:57:00",2.69355,0,241.65,9.8,0,0,0
"1/1/2007","06:58:00",2.396,0,241.73,9.8,0,0,0
"1/1/2007","06:59:00",2.6933,0,242,9.8,0,0,0
"1/1/2007","07:00:00",2.396,0,242.03,9.8,0,0,0
"1/1/2007","07:01:00",2.69275,0,241.4,9.8,0,0,0
"1/1/2007","07:02:00",2.39,0,241.3,9.8,0,0,0
"1/1/2007","07:03:00",2.69235,0,241.11,9.8,0,0,0
"1/1/2007","07:04:00",2.374,0,240.74,9.8,0,0,0
"1/1/2007","07:05:00",2.362,0,240.18,9.8,0,0,0
"1/1/2007","07:06:00",2.362,0,240.09,9.8,0,0,0
"1/1/2007","07:07:00",2.6906,0,240.58,9.8,0,0,0
"1/1/2007","07:08:00",2.68985,0,239.82,9.8,0,0,0
"1/1/2007","07:09:00",2.364,0,239.99,9.8,0,0,0
"1/1/2007","07:10:00",2.366,0,240.38,9.8,0,0,0
"1/1/2007","07:11:00",2.36,0,240.06,9.8,0,0,0
"1/1/2007","07:12:00",2.68605,0,239.8,9.8,0,0,0
"1/1/2007","07:13:00",2.68525,0,240.19,9.8,0,0,0
"1/1/2007","07:14:00",2.68455,0,240.71,9.8,0,0,0
"1/1/2007","07:15:00",2.488,0.116,240.78,10.2,0,0,0
"1/1/2007","07:16:00",2.478,0.124,240.69,10.2,0,0,0
"1/1/2007","07:17:00",2.6906,0.124,240.86,10.2,0,0,0
"1/1/2007","07:18:00",2.476,0.124,240.53,10.2,0,0,0
"1/1/2007","07:19:00",2.6903,0.122,240.12,10.2,0,0,0
"1/1/2007","07:20:00",2.458,0.12,240.03,10.2,0,0,0
"1/1/2007","07:21:00",2.464,0.122,240.42,10.2,0,0,0
"1/1/2007","07:22:00",2.68825,0.124,240.71,10.2,0,0,0
"1/1/2007","07:23:00",2.68745,0.126,240.87,10.2,0,0,0
"1/1/2007","07:24:00",2.6865,0.124,240.66,10.2,0,0,0
"1/1/2007","07:25:00",2.474,0.126,240.84,10.2,0,0,0
"1/1/2007","07:26:00",2.46,0.122,240.07,10.2,0,0,0
"1/1/2007","07:27:00",2.444,0.116,239.26,10.2,0,0,0
"1/1/2007","07:28:00",2.6811,0.172,239.06,10.4,0,0,0
"1/1/2007","07:29:00",2.67895,0.122,239.1,10.2,0,0,0
"1/1/2007","07:30:00",2.422,0.088,239.22,10,0,0,0
"1/1/2007","07:31:00",2.67385,0.09,239.89,10,0,0,0
"1/1/2007","07:32:00",2.6727,0.09,239.95,10,0,0,0
"1/1/2007","07:33:00",2.43,0.09,239.95,10,0,0,0
"1/1/2007","07:34:00",2.476,0.138,239.88,10.2,0,0,0
"1/1/2007","07:35:00",2.6728,0.21,239.59,10.4,0,1,0
"1/1/2007","07:36:00",2.67565,0.212,239.99,10.4,0,1,0
"1/1/2007","07:37:00",2.67745,0.15,240.1,10.2,0,2,0
"1/1/2007","07:38:00",2.44,0.11,240.01,10,0,1,0
"1/1/2007","07:39:00",2.442,0.11,240.07,10,0,1,0
"1/1/2007","07:40:00",2.68105,0.112,240.53,10.2,0,2,0
"1/1/2007","07:41:00",2.458,0.114,240.88,10.2,0,1,0
"1/1/2007","07:42:00",2.68475,0.116,241.44,10.2,0,2,0
"1/1/2007","07:43:00",2.6862,0.11,240.25,10.2,0,1,0
"1/1/2007","07:44:00",2.68795,0.11,240.27,10.2,0,1,0
"1/1/2007","07:45:00",2.442,0.11,240.07,10,0,2,0
"1/1/2007","07:46:00",2.448,0.112,240.51,10.2,0,1,0
"1/1/2007","07:47:00",2.69365,0.11,240.04,10,0,2,0
"1/1/2007","07:48:00",2.432,0.108,239.66,10,0,1,0
"1/1/2007","07:49:00",2.448,0.112,240.62,10.2,0,1,0
"1/1/2007","07:50:00",2.6995,0.112,240.52,10,0,1,0
"1/1/2007","07:51:00",2.45,0.114,240.9,10.2,0,2,0
"1/1/2007","07:52:00",2.70595,0.2,240.8,10.4,0,1,0
"1/1/2007","07:53:00",2.554,0.246,240.74,10.6,0,1,0
"1/1/2007","07:54:00",2.71455,0.242,240.06,10.6,0,2,0
"1/1/2007","07:55:00",2.538,0.244,240.24,10.6,0,1,0
"1/1/2007","07:56:00",2.71725,0.242,240.23,10.6,0,1,0
"1/1/2007","07:57:00",2.71855,0.244,240.3,10.6,0,1,0
"1/1/2007","07:58:00",2.7197,0.24,239.74,10.4,0,1,0
"1/1/2007","07:59:00",2.7212,0.242,240.02,10.4,0,2,0
"1/1/2007","08:00:00",2.72305,0.244,240.44,10.4,0,1,0
"1/1/2007","08:01:00",2.72465,0.242,240.27,10.4,0,1,0
"1/1/2007","08:02:00",2.7257,0.204,240.6,10.4,0,1,0
"1/1/2007","08:03:00",2.474,0.126,241.13,10.2,0,0,0
"1/1/2007","08:04:00",2.72555,0.122,240.56,10.2,0,0,0
"1/1/2007","08:05:00",2.7252,0.122,240.45,10.2,0,0,0
"1/1/2007","08:06:00",2.448,0.1,240.67,10.2,0,0,0
"1/1/2007","08:07:00",2.72315,0,240.69,9.8,0,0,0
"1/1/2007","08:08:00",2.72025,0,241.02,9.8,0,0,0
"1/1/2007","08:09:00",2.452,0.08,240.55,10.2,0,0,0
"1/1/2007","08:10:00",2.454,0.096,241.04,10.2,0,0,0
"1/1/2007","08:11:00",2.7216,0.094,240.7,10,0,0,0
"1/1/2007","08:12:00",2.72205,0.094,240.82,10,0,0,0
"1/1/2007","08:13:00",2.7225,0.094,240.7,10,0,0,0
"1/1/2007","08:14:00",2.45,0.096,240.89,10,0,0,0
"1/1/2007","08:15:00",2.7207,0.098,241.33,10.2,0,0,0
"1/1/2007","08:16:00",2.7191,0.094,240.72,10,0,0,0
"1/1/2007","08:17:00",2.438,0.094,240.49,10,0,0,0
"1/1/2007","08:18:00",2.71665,0,240.59,9.8,0,0,0
"1/1/2007","08:19:00",2.71475,0,240.27,9.8,0,0,0
"1/1/2007","08:20:00",2.362,0,240.05,9.8,0,0,0
"1/1/2007","08:21:00",2.7102,0,240.17,9.8,0,0,0
"1/1/2007","08:22:00",2.376,0,240.78,9.8,0,0,0
"1/1/2007","08:23:00",2.394,0,241.75,9.8,0,0,0
"1/1/2007","08:24:00",2.392,0,241.7,9.8,0,0,0
"1/1/2007","08:25:00",2.398,0,241.97,9.8,0,0,0
"1/1/2007","08:26:00",2.70305,0,242.13,9.8,0,0,0
"1/1/2007","08:27:00",2.7018,0,241.51,9.8,0,0,0
"1/1/2007","08:28:00",2.701,0,242.08,9.8,0,0,0
"1/1/2007","08:29:00",2.70035,0,242.19,10,0,0,0
"1/1/2007","08:30:00",2.70145,0.126,241.12,10.2,0,0,0
"1/1/2007","08:31:00",2.476,0.124,240.55,10.2,0,0,0
"1/1/2007","08:32:00",2.70085,0.124,240.84,10.2,0,0,0
"1/1/2007","08:33:00",2.69895,0.124,240.83,10.2,0,0,0
"1/1/2007","08:34:00",2.69775,0.128,241.44,10.2,0,0,0
"1/1/2007","08:35:00",2.6964,0.128,241.35,10.2,0,0,0
"1/1/2007","08:36:00",2.492,0.13,241.8,10.2,0,0,0
"1/1/2007","08:37:00",2.494,0.13,242,10.2,0,0,0
"1/1/2007","08:38:00",2.484,0.128,241.53,10.2,0,0,0
"1/1/2007","08:39:00",2.472,0.126,240.96,10.2,0,0,0
"1/1/2007","08:40:00",2.69035,0.124,240.7,10.2,0,0,0
"1/1/2007","08:41:00",2.6889,0.126,240.89,10.2,0,0,0
"1/1/2007","08:42:00",2.476,0.126,241.25,10.2,0,0,0
"1/1/2007","08:43:00",2.68825,0.128,241.53,10.2,0,0,0
"1/1/2007","08:44:00",2.436,0.062,241.55,10,0,0,0
"1/1/2007","08:45:00",2.6859,0,241.62,9.8,0,0,0
"1/1/2007","08:46:00",2.388,0,241.42,9.8,0,0,0
"1/1/2007","08:47:00",2.68475,0,241.42,9.8,0,0,0
"1/1/2007","08:48:00",2.6851,0,241.75,9.8,0,0,0
"1/1/2007","08:49:00",2.6856,0.078,241.91,10.2,0,0,0
"1/1/2007","08:50:00",2.474,0.102,242.13,10.2,0,0,0
"1/1/2007","08:51:00",2.47,0.1,241.87,10.2,0,0,0
"1/1/2007","08:52:00",2.68675,0.096,241.06,10.2,0,0,0
"1/1/2007","08:53:00",2.458,0.098,241.24,10.2,0,0,0
"1/1/2007","08:54:00",2.458,0.098,241.27,10.2,0,0,0
"1/1/2007","08:55:00",2.68705,0.096,240.93,10,0,0,0
"1/1/2007","08:56:00",2.454,0.098,241.19,10,0,0,0
"1/1/2007","08:57:00",2.6877,0.086,241.41,10,0,0,0
"1/1/2007","08:58:00",2.68825,0,241.38,9.8,0,0,0
"1/1/2007","08:59:00",2.68895,0,241.39,9.8,0,0,0
"1/1/2007","09:00:00",2.6895,0,240.98,9.8,0,0,0
"1/1/2007","09:01:00",2.68965,0,240.47,9.8,0,0,0
"1/1/2007","09:02:00",2.68945,0,240.37,9.8,0,0,0
"1/1/2007","09:03:00",2.362,0,240.04,9.8,0,0,0
"1/1/2007","09:04:00",2.68795,0,240.15,9.8,0,0,0
"1/1/2007","09:05:00",2.362,0,240.06,9.8,0,0,0
"1/1/2007","09:06:00",2.364,0,240.22,9.8,0,0,0
"1/1/2007","09:07:00",2.68615,0,239.76,9.8,0,0,0
"1/1/2007","09:08:00",2.68755,0.118,239.23,10.2,0,0,0
"1/1/2007","09:09:00",2.6881,0.116,238.8,10.2,0,0,0
"1/1/2007","09:10:00",2.45,0.118,239.3,10.2,0,0,0
"1/1/2007","09:11:00",2.46,0.122,239.93,10.2,0,0,0
"1/1/2007","09:12:00",2.6864,0.122,239.98,10.2,0,0,0
"1/1/2007","09:13:00",2.464,0.122,239.95,10.2,0,0,0
"1/1/2007","09:14:00",2.68545,0.122,240,10.2,0,0,0
"1/1/2007","09:15:00",2.68475,0.122,239.72,10.2,0,0,0
"1/1/2007","09:16:00",2.44,0.118,238.89,10.2,0,0,0
"1/1/2007","09:17:00",2.448,0.12,239.39,10.2,0,0,0
"1/1/2007","09:18:00",2.6817,0.122,240.03,10.2,0,0,0
"1/1/2007","09:19:00",3.504,0.11,238.52,14.6,0,0,16
"1/1/2007","09:20:00",3.502,0.108,238.12,14.6,0,0,18
"1/1/2007","09:21:00",2.7591,0.108,238.41,14.6,0,0,18
"1/1/2007","09:22:00",2.78235,0,238.19,14.2,0,0,17
"1/1/2007","09:23:00",2.80525,0,238.6,14.2,0,0,18
"1/1/2007","09:24:00",2.82885,0,238.07,14.2,0,0,17
"1/1/2007","09:25:00",2.8538,0,238.51,14.2,0,0,18
"1/1/2007","09:26:00",2.87925,0,239.11,14.2,0,0,17
"1/1/2007","09:27:00",2.9056,0,240.2,14.2,0,0,18
"1/1/2007","09:28:00",2.93185,0,240.27,14.2,0,0,18
"1/1/2007","09:29:00",2.95765,0.066,239.72,14.6,0,0,18
"1/1/2007","09:30:00",2.98345,0.086,239.95,14.6,0,0,17
"1/1/2007","09:31:00",3.0092,0.086,239.74,14.6,0,0,18
"1/1/2007","09:32:00",3.498,0.086,239.73,14.6,0,0,17
"1/1/2007","09:33:00",3.512,0.088,240.19,14.6,0,0,18
"1/1/2007","09:34:00",3.514,0.088,240.37,14.6,0,0,18
"1/1/2007","09:35:00",3.11455,0.088,240.25,14.6,0,0,17
"1/1/2007","09:36:00",3.522,0.09,240.73,14.6,0,0,18
"1/1/2007","09:37:00",3.16755,0.072,240.79,14.4,0,0,18
"1/1/2007","09:38:00",3.19355,0,240.28,14.2,0,0,18
"1/1/2007","09:39:00",3.44,0,240.54,14.2,0,0,17
"1/1/2007","09:40:00",3.442,0,240.64,14.2,0,0,18
"1/1/2007","09:41:00",3.458,0,241.24,14.2,0,0,18
"1/1/2007","09:42:00",3.30055,0,240.87,14.2,0,0,18
"1/1/2007","09:43:00",3.452,0,240.74,14.2,0,0,17
"1/1/2007","09:44:00",3.35515,0,240.96,14.2,0,0,18
"1/1/2007","09:45:00",3.3836,0.054,240.02,14.6,0,0,18
"1/1/2007","09:46:00",3.538,0.116,239.92,14.6,0,0,18
"1/1/2007","09:47:00",3.44175,0.118,240.14,14.6,0,0,17
"1/1/2007","09:48:00",3.526,0.114,239.72,14.6,0,0,18
"1/1/2007","09:49:00",3.49595,0.118,240.34,14.6,0,0,17
"1/1/2007","09:50:00",3.52365,0.122,240.97,14.6,0,0,18
"1/1/2007","09:51:00",3.542,0.12,240.73,14.6,0,0,18
"1/1/2007","09:52:00",3.5772,0.118,240.25,14.6,0,0,18
"1/1/2007","09:53:00",3.6034,0.114,239.76,14.6,0,0,17
"1/1/2007","09:54:00",3.62935,0.114,239.41,14.6,0,0,18
"1/1/2007","09:55:00",3.49,0.112,238.97,14.6,0,0,17
"1/1/2007","09:56:00",3.486,0.11,238.85,14.6,0,0,18
"1/1/2007","09:57:00",3.468,0.106,237.98,14.4,0,0,17
"1/1/2007","09:58:00",3.482,0.11,238.49,14.6,0,0,18
"1/1/2007","09:59:00",3.5,0.112,239.17,14.6,0,0,17
"1/1/2007","10:00:00",3.48,0.048,239.62,14.4,0,0,18
"1/1/2007","10:01:00",3.498,0.102,239.48,14.6,0,1,17
